title,link,description,cap_xet_xu,ap_dung_an_le,loai,dinh_chinh,thong_tin
Quyết định:số 394 ngày 30/03/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632455t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng chuyển nhượng quyền sử dụng đất,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Quyết định đình chỉ giải quyết vụ án do nguyên đơn rút đơn khởi kiện
Bản án:số 284 ngày 08/04/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632452t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng mua bán nhà,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn khởi kiện bị đơn yêu cầu chấm dứt hợp đồng mua bán nhà ở hình thành trong tương lại, yêu cầu bồi thường thiệt hại do không bàn giao nhà chấm tiến độ. Bị đơn cho rằng đã có phát sinh sự kiện bất khả kháng dẫn đến chậm bàn giao, đã thông báo cho nguyên đơn nhưng chưa nhận được phản hồi nên không được Toà án xác định là các bên đã thoả thuận lại thời hạn thực hiện bàn giao nhà"
Bản án:số 275 ngày 03/04/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632434t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn khởi kiện bị đơn đề nghị thực hiện nghĩa vụ trả nợ đối với những lần nguyên đơn chuyển tiền cho bị đơn vay qua số tài khoản của bị đơn tại Ngân hàng, không lập văn bản vay tiền"
Bản án:số 268 ngày 29/03/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632396t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn khởi kiện bị đơn buộc thực hiện nghĩa vụ trả nợ
Bản án:số 230 ngày 25/03/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632337t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn khởi kiện yêu cầu chia di sản thừa kế
Quyết định:số 145 ngày 29/02/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632323t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản về quyền sở hữu tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Quyết định đình chỉ do người kháng cáo rút đơn kháng cáo
Bản án:số 101 ngày 30/01/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632299t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng đặt cọc,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn khởi kiện bị đơn yêu cầu huỷ bỏ hợp đồng đặt cọc do diện tích chuyển nhượng có sự chênh lệch so với Giấy chứng nhận quyền sử dụng đất
Bản án:số 77 ngày 23/01/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632275t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Nguyên đơn yêu cầu bị đơn thực hiện nghĩa vụ thanh toán và chấm dứt hành vi tổ chức triễn lãm
Bản án:số 12 ngày 04/01/2024 của TAND TP. Hồ Chí Minh(29.09.2024),https://congbobanan.toaan.gov.vn/2ta1632263t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng mua bán nhà,Phúc thẩm,Không,Dân sự,0,"Thông tin về vụ/việc:Nguyên đơn khởi kiện bị đơn yêu cầu huỷ hợp đồng mua bán nhà và hoàn trả lại số tiền nhận chuyển nhượng, không yêu cầu tính lãi"
Bản án:số 391 ngày 16/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631427t1cvn/chi-tiet-ban-an,"Nguyễn Thị Nhung - phạm tội giết người 
                     (điều 123 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Bị cáo phạm tội theo khoản 2 Điều 123 BLHS năm 2015
Bản án:số 57 ngày 29/02/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631386t1cvn/chi-tiet-ban-an,"Phạm Xuân C - phạm tội vi phạm quy định về tham gia giao thông đường bộ 
                     (điều 260 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng cáo của bị cáo Phạm Xuân C; sửa Bản án sơ thẩm số 
183/2023/HSST ngày 09/8/2023 của Tòa án nhân dân huyện Hóc Môn, Thành 
phố Hồ Chí Minh."
Bản án:số 59 ngày 04/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631388t1cvn/chi-tiet-ban-an,"Đỗ Thị Hà T - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng cáo của bị cáo Đỗ Thị Hà T; sửa Bản án sơ thẩm số 
525/2023/HSST ngày 20/12/2023 của Tòa án nhân dân thành phố Thủ Đức, Thành 
phố Hồ Chí Minh."
Bản án:số 179 ngày 23/04/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1629874t1cvn/chi-tiet-ban-an,"Hoàng Đại Phước - phạm tội lừa đảo chiếm đoạt tài sản 
                     (điều 174 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:bị cáo phạm tội theo điểm a khoản 4 ĐIều 174 BLHS năm 2015
Bản án:số 268 ngày 10/06/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1629905t1cvn/chi-tiet-ban-an,"Lee ChunKi - phạm tội tàng trữ trái phép chất ma túy 
                     (điều 249 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Bị cáo phạm tội theo điểm g khoản 2 ĐIều 249 BLHS năm 2015
Bản án:số 341 ngày 17/07/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1629943t1cvn/chi-tiet-ban-an,"Mai Quốc Cường - phạm tội đánh bạc 
                     (điều 321 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Bị cáo phạm tội theo điểm c khoản 2 Điều 321 BLHS năm 2015
Bản án:số 367 ngày 02/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1629952t1cvn/chi-tiet-ban-an,"Peng, Jing-Chung và đồng phạm - phạm tội tổ chức sử dụng trái phép chất ma túy 
                     (điều 255 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Các bị cáo phạm tội theo khoản 1 Điều 255 BLHS năm 2015
Bản án:số 23 ngày 17/01/2029 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630314t1cvn/chi-tiet-ban-an,"Trần Diệu Cường - phạm tội lạm dụng tín nhiệm chiếm đoạt tài sản 
                     (điều 175 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Bị cáo phạm tội theo khoản 4 Điều 175 BLHS năm 2015
Quyết định:số 71 ngày 11/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631212t1cvn/chi-tiet-ban-an,"Nguyễn Hồng T - phạm tội vi phạm quy định về tham gia giao thông đường bộ 
                     (điều 260 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Đình chỉ xét xử phúc thẩm vụ án hình sự phúc thẩm thụ lý số: 
52/2024/TLPT-HS ngày 16/02/2024 đối với bị cáo Nguyễn Hồng T phạm tội
“Vi phạm quy định về tham gia giao thông đường bộ”."
Bản án:số 45 ngày 23/02/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631218t1cvn/chi-tiet-ban-an,"Trần Văn S - phạm tội trộm cắp tài sản 
                     (điều 173 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo của bị cáo Trần Văn S; Giữ nguyên bản án sơ 
thẩm."
Bản án:số 134 ngày 02/04/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631223t1cvn/chi-tiet-ban-an,"Trần Văn L - phạm tội cướp tài sản 
                     (điều 168 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,Thông tin về vụ án:Xử phạt bị cáo Trần Văn L 02 (hai) năm tù về tội “Cướp tài sản”
Bản án:số 55 ngày 28/02/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631234t1cvn/chi-tiet-ban-an,"Huỳnh Thị Kim P - phạm tội cưỡng đoạt tài sản 
                     (điều 170 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Chấp nhận kháng cáo của bị cáo Huỳnh Thị Kim P; Sửa bản án sơ thẩm
Bản án:số 46 ngày 23/02/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631245t1cvn/chi-tiet-ban-an,"Lưu Thị Kim A - phạm tội cướp tài sản 
                     (điều 168 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,Thông tin về vụ án:Chấp nhận kháng cáo của bị cáo Lưu Thị Kim A; Sửa bản án sơ thẩm.
Bản án:số 77 ngày 15/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631251t1cvn/chi-tiet-ban-an,"Đào Duy N - phạm tội hủy hoại hoặc cố ý làm hư hỏng tài sản 
                     (điều 178 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng cáo của bị cáo Đào Duy N và Người đại diện theo pháp 
luật của bị cáo; Sửa bản án sơ thẩm"
Bản án:số 105 ngày 12/04/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631252t1cvn/chi-tiet-ban-an,"Trần Quang D - phạm tội vi phạm quy định về tham gia giao thông đường bộ 
                     (điều 260 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận 1 phần kháng cáo của bà An Thị H; sửa Bản án sơ thẩm số 
171/2023/HSST ngày 20/12/2023 của Tòa án nhân dân Quận 7, Thành phố Hồ 
Chí Minh."
Bản án:số 106 ngày 12/04/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631282t1cvn/chi-tiet-ban-an,"Nguyễn Chí A - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Hủy toàn bộ Bản án hình sự sơ thẩm số 06/2024/HS-ST ngày 12/01/2024 
của Tòa án nhân dân huyện Bình Chánh, Thành phố Hồ Chí Minh."
Bản án:số 120 ngày 22/04/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631285t1cvn/chi-tiet-ban-an,"Chu Minh Q - phạm tội lừa đảo chiếm đoạt tài sản 
                     (điều 174 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo của bị cáo Chu Minh Q; Chấp nhận kháng nghị 
số 03/QĐ-VKS ngày 11/01/2024 của Viện trưởng Viện kiểm sát nhân dân Quận 
12; Sửa bản án sơ thẩm số 252/2023/HS-ST ngày 29/12/2023 của tòa án nhân 
dân Quận 12, Thành phố Hồ Chí Minh."
Bản án:số 102 ngày 10/04/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631303t1cvn/chi-tiet-ban-an,"Trần Duy A và đồng phạm - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng cáo của các bị cáo Trần Duy A và Nguyễn Trung B; sửa
Bản án sơ thẩm số 169/2023/HS-ST ngày 13/9/2023 của Tòa án nhân dân Quận 
M, Thành phố Hồ Chí Minh."
Bản án:số 253 ngày 08/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631158t1cvn/chi-tiet-ban-an,"Nguyễn Thanh Bình A - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo bị hại Phan Ngọc A1 đề nghị tăng nặng hình 
phạt và tăng mức bồi thường thiệt hại; giữ nguyên bản án hình sự sơ thẩm số
72/2024/HSST ngày 26/4/2024 của Tòa án nhân dân quận Bình Thạnh, Thành 
phố Hồ Chí Minh."
Bản án:số 294 ngày 28/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631030t1cvn/chi-tiet-ban-an,"Ngô Kim C và đồng phạm - phạm tội tổ chức đánh bạc hoặc gá bạc 
                     (điều 322 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng cáo của các bị cáo Ngô Kim C, Lê Văn H, Nguyễn Văn B, 
Quách Diệu C1, Lê Ngọc N, Nguyễn D1, Lê Văn C2. 
Sửa bản án hình sự sơ thẩm số 140/2024/HSST ngày 20/6/2024 của Tòa án 
nhân dân quận Bình Tân, Thành phố Hồ Chí Minh."
Bản án:số 293 ngày 28/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631039t1cvn/chi-tiet-ban-an,"Nguyễn Văn T - phạm tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác 
                     (điều 134 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng cáo của bị cáo Nguyễn Văn T. Sửa bản án hình sự sơ thẩm 
số 45/2024/HSST ngày 26/4/2024 của Tòa án nhân dân Quận 5, Thành phố Hồ 
Chí Minh."
Bản án:số 187 ngày 24/06/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631075t1cvn/chi-tiet-ban-an,"Lê Thị Huyền S - phạm tội tàng trữ trái phép chất ma túy 
                     (điều 249 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo của bị cáo Lê Thị Huyền S; giữ nguyên Bản án 
sơ thẩm số 50/2024/HS-ST ngày 12/3/2024 của Tòa án nhân dân Quận 1, Thành 
phố Hồ Chí Minh."
Bản án:số 254 ngày 08/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631081t1cvn/chi-tiet-ban-an,"Lâm Văn A và đồng phạm - phạm tội cướp tài sản 
                     (điều 168 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo của bị cáo Lâm Văn A và Lâm Duy P. Giữ 
nguyên bản án hình sự sơ thẩm số 126/2024/HSST ngày 28/5/2024 của Tòa án 
nhân dân huyện Bình Chánh, Thành phố Hồ Chí Minh."
Bản án:số 216 ngày 15/07/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631089t1cvn/chi-tiet-ban-an,"Trần Phi L - phạm tội tàng trữ trái phép chất ma túy 
                     (điều 249 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng nghị của Viện kiểm sát nhân dân Thành phố Hồ Chí Minh; sửa 
Bản án sơ thẩm số 34/2024/HS-ST ngày 11/3/2024 của Tòa án nhân dân quận Tân Phú, 
Thành phố Hồ Chí Minh."
Bản án:số 167 ngày 05/06/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631096t1cvn/chi-tiet-ban-an,"Lê Dỹ K - phạm tội tàng trữ trái phép chất ma túy 
                     (điều 249 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không chấp nhận kháng cáo của bị cáo Lê Dỹ K. Giữ nguyên bản án hình 
sự sơ thẩm số 42/2024/HSST ngày 06/3/2024 của Tòa án nhân dân quận Bình 
Tân, Thành phố Hồ Chí Minh."
Bản án:số 166 ngày 05/06/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631108t1cvn/chi-tiet-ban-an,"Phận Văn T - phạm tội cưỡng đoạt tài sản 
                     (điều 170 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Không nhận kháng cáo của bị cáo Phạm Văn T; giữ nguyên Bản án sơ thẩm 
số 37/2024/HS-ST ngày 14/3/2024 của Tòa án nhân dân Quận 7, Thành phố Hồ 
Chí Minh."
Bản án:số 08 ngày 09/01/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1631116t1cvn/chi-tiet-ban-an,"Huỳnh Long Q - phạm tội vi phạm quy định về tham gia giao thông đường bộ 
                     (điều 260 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Phúc thẩm,Không,Hình sự,0,"Thông tin về vụ án:Chấp nhận kháng cáo ông Nguyễn Văn N là Người đại diện theo pháp luật 
của bị hại Nguyễn Hoàng A (chết).
Hủy toàn bộ Bản án hình sự sơ thẩm số 254/2023/HS-ST ngày 27/9/2023 
của Tòa án nhân dân huyện Củ Chi, Thành phố Hồ Chí Minh."
Quyết định:số 243 ngày 27/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630928t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng thuê tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Lê Thị Bích M tranh chấp hợp đồng thuê mặt bằng với bà Đào Thị Thanh X
Bản án:số 242 ngày 27/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630906t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Phạm Văn M tranh chấp đòi tài sản với ông Phạm Hữu S
Bản án:số 227 ngày 25/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630872t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Đòi bồi thường thiệt hại ngoài hợp đồng về danh dự, nhân phẩm, uy tín",Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Nguyễn Khắc L tranh chấp đòi bồi thường thiệt hại ngoài hợp đồng với ông Phạm Ngọc T
Bản án:số 226 ngày 25/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630857t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng đặt cọc,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Nguyễn Thị Thu T tranh chấp hợp đồng đặt cọc với ông Phạm Văn H
Quyết định:số 167 ngày 25/03/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630818t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng tín dụng,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ngân hàng TMCP Á tranh chấp hợp đồng sử dụng thẻ tín dụng với bà Lê Nguyễn Đoan T1
Bản án:số 90 ngày 26/01/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630782t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về quyền sở hữu và các quyền khác đối với tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Trần Ngọc A tranh chấp phần sở hữu chung với Công ty Cổ phần Đ
Quyết định:số 86 ngày 21/02/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630745t1cvn/chi-tiet-ban-an,"Quan hệ pháp luật:Tranh chấp đất đai về đòi đất cho mượn, cho sử dụng nhờ, lấn chiếm...",Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Dombre Le Thi Hoa (Lê Thị H1) tranh chấp đòi nhà với bà Lê Kim H2
Quyết định:số 85 ngày 20/02/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630696t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Trần Văn Đ tranh chấp thừa kế với bà Thái Thị N
Bản án:số 81 ngày 24/01/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630670t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Bà Trần Thị H tranh chấp quyền sử dụng đất với bà Từ M
Bản án:số 67 ngày 22/01/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630627t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ngân hàng TMCP S khởi kiện tranh chấp hợp đồng vay tài sản với ông Nguyễn Huy T1
Quyết định:số 62 ngày 01/02/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630579t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng đặt cọc,Sơ thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Nguyễn Xuân Duy Q tranh chấp hợp đồng đặt cọc với bà Huỳnh Thị Hoàng Y
Bản án:số 50 ngày 17/01/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630582t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp về thừa kế tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Đỗ Tấn T tranh chấp thừa kế với ông Đỗ Văn C
Bản án:số 44 ngày 15/01/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630556t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp quyền sử dụng đất,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:Ông Phạm Đình P tranh chấp quyền sử dụng đất với bà Phan Ngọc T
Bản án:số 110 ngày 31/01/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630884t1cvn/chi-tiet-ban-an,Quan hệ pháp luật:Tranh chấp hợp đồng vay tài sản,Phúc thẩm,Không,Dân sự,0,Thông tin về vụ/việc:tranh chấp hợp đồng vay tài sản
Bản án:số 390 ngày 15/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630478t1cvn/chi-tiet-ban-an,"Nguyễn Quốc V - phạm tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự 
                     (điều 304 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:Xử phạt bị cáo Nguyễn Quốc V 05 (năm) năm tù, về tội “Tàng trữ trái phép 
vũ khí quân dụng”."
Bản án:số 381 ngày 09/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630463t1cvn/chi-tiet-ban-an,"Nguyễn Thị S và đồng phạm - phạm tội lừa đảo chiếm đoạt tài sản 
                     (điều 174 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:Xử phạt bị cáo Nguyễn Thị S 14 (mười bốn) năm tù về tội “Lừa đảo chiếm 
đoạt tài sản”.
Xử phạt bị cáo Mai Quốc Đ 12 (mười hai) năm tù về tội “Lừa đảo chiếm 
đoạt tài sản”."
Bản án:số 369 ngày 05/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630444t1cvn/chi-tiet-ban-an,"Trương Văn Sang T - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:Xử phạt bị cáo Trương Văn Sang T 16 (mười sáu) năm 06 (sáu) tháng tù về 
tội “Mua bán trái phép chất ma túy”"
Bản án:số 366 ngày 01/08/2024 của TAND TP. Hồ Chí Minh(28.09.2024),https://congbobanan.toaan.gov.vn/2ta1630429t1cvn/chi-tiet-ban-an,"Vũ Ngọc Bảo L - phạm tội mua bán trái phép chất ma túy 
                     (điều 251 Luật sửa đổi, bổ sung một số điều của BLHS năm 2015)",Sơ thẩm,Không,Hình sự,0,"Thông tin về vụ án:Xử phạt bị cáo Võ Ngọc Bảo L 16 (mười sáu) năm tù về tội “Mua bán trái 
phép chất ma túy”"
